"marker","chr","pos"
"SS6052568396","5",31.0448
"JAX00130937","5",31.0844295540953
"UNC9341104","5",31.1405767890288
"SS6052588744","5",31.4783444563788
"gJAX00130999","5",31.8491138882635
"S6T052699463","5",34.3290218986308
"gUNC050470895","5",35.1564843093588
"gUNC9426686","5",35.8199106084974
"gJAX00131489","5",36.6402669137835
"S3H052874699","5",36.7199638003354
"S2T052911947","5",36.86471
"S3H052942721","5",37.37471
"S1H052945805","5",37.4670831628372
"mbackupUNC050383757","5",37.6787547992099
"gUNC9489781","5",38.0991786397158
"SBC053028723","5",38.1326055003499
"mJAX00586747","5",40.68311
"S3H053156575","5",40.68311
"gUNC9537526","5",40.68311
"S3H053194829","5",40.68311
"S3H053198479","5",40.8000709889311
"gJAX00132181","5",41.08802
"gUNC9566561","5",41.08802
"gUNC9575602","5",41.27386
"mUNC9578607","5",41.2904501693333
"S6R053314276","5",41.3287237866804
"gUNC9602650","5",41.42287
"mUNC050135252","5",41.42287
"UNC9614549","5",42.02877
"gUNC9617590","5",42.02877
"gICR1649","5",42.02877
"gUNC9643125","5",42.1364721472743
"S6N053627282","5",43.33575
"mUNC9688042","5",43.7494719963043
"S6R053717161","5",46.14742
"gUNCHS014973","5",46.14742
"gUNC9719635","5",46.14742
"D6J053987399","5",47.14108
"gUNC9789865","5",47.23652
"UNC9792580","5",47.2413243673012
"SX1054064359","5",47.3629778107503
"UNC9793754","5",47.5067497732363
"gUNC9794097","5",47.588462292206
"gUNC9810514","5",48.19914
"UNC9810514","5",48.19914
"SX1054135184","5",49.0327545139107
"S3H054135965","5",49.0573342808438
"gJAX00590375","5",49.0702743793998
"SX1054141419","5",49.10737
"S3H054168187","5",49.2492818565401
"SAC054176782","5",49.34068
"S3H054218998","5",49.34068
"gJAX00133933","5",50.08492
"JAX00591127","5",50.08492
"gUNC9867296","5",50.08492
"mUNC_rs32050737","5",50.8803
"mUNC050171568","5",50.8907230706361
"JAX00134078","5",51.54683
"UNC9882519","5",51.6589570530254
"SX1054407728","5",52.00669371931
"mUNC050179659","5",52.41855
"gUNC9954237","5",54.62014
"gUNC9959892","5",54.62014
"S6Y054610903","5",54.653729729321
"S6H054624625","5",54.7296
"SFT054651738","5",54.9221814018282
"UNC9982516","5",55.0978706738514
"SFT054660019","5",55.1353859696307
"gUNC10001966","5",55.8488739783756
"UNCHS015602","5",58.5667156761146
"backupUNC050199022","5",59.0320725708116
"mUNC10042970","5",60.30085
"gUNCHS015692","5",60.8011883030621
"SBC054902060","5",61.0396546363247
"gJAX00135217","5",61.6477898511143
"gJAX00135233","5",61.7708064789448
"mUNC10087262","5",62.6686171273865
"gUNC10126765","5",64.7532342264654
"S3C055110997","5",64.9250653420225
"gUNCHS015882","5",66.30957
"mbackupUNC050223582","5",69.25265
"mUNC050224390","5",70.6252431668116
"gUNC10210466","5",71.1816557856544
"gUNC10229495","5",73.1831760662272
"gUNC10244622","5",73.8647304232898
"gUNC10257595","5",74.60737
"S6Y055484508","5",74.7775981919731
"gUNC10275549","5",75.5569760084028
"mUNC10309430","5",77.8335590067366
"gJAX00600378","5",83.3935204551441
"gUNC10405837","5",86.7001987888871
"gJAX00601393","5",87.73575
"S6H055993194","5",87.7378387486606
"SAC056009450","5",87.9073937148993
"gUNC10448854","5",88.0119939031376
"gUNC10471744","6",0.24601
"gUNC10480326","6",0.253486865443086
"gUNC10491637","6",0.674039330391995
"S2H060241266","6",0.716813678166557
"mUNC10504063","6",1.05397
"gUNCHS016450","6",1.77074
"mUNC10545187","6",2.87247841592745
"S2H060401862","6",2.99672840896837
"gUNC10552000","6",3.02216991873918
"S3J060427909","6",3.16407009167144
"gUNC10567608","6",3.43207
"gUNC10589014","6",4.0684959916763
"gUNC10595065","6",4.28149042393143
"mJAX00138175","6",4.80099420701625
"gUNC10631299","6",6.07698834999743
"gUNC10673633","6",6.58535
"gJAX00604459","6",6.58535
"mUNC060056332","6",6.65670201718414
"gUNC10695691","6",6.95898405268722
"gUNC10710811","6",7.75994307684937
"gUNC10732198","6",9.58717
"gUNC10741265","6",9.69038
"SFH061047175","6",10.294017493575
"gUNC10765619","6",10.31214
"gUNC10789662","6",10.39644
"gUNC10869844","6",13.6138465703085
"gbackupUNC060363218","6",13.86279
"gUNC10882704","6",13.86279
"gJAX00607352","6",14.4034408245728
"gUNC10903383","6",15.0879159419419
"mUNC10921060","6",16.5727182757018
"SBR061598665","6",17.19121
"B6_rs30314218","6",17.19121
"gUNC10940788","6",17.6374378939784
"gUNC10951129","6",18.6941248646423
"gJAX00608524","6",20.1476839973213
"gUNC10995658","6",20.17672
"gUNC11005309","6",20.4104499760213
"S6J062005622","6",22.49385
"gUNC11058438","6",22.49385
"gUNC11078268","6",23.4889919688669
"mUNC060377743","6",23.9706422142374
"gUNCHS017378","6",24.2013312483107
"gUNC11123637","6",25.7246829992911
"gUNC11128971","6",25.76433
"mUNC060379499","6",26.03988
"mUNC060379499b","6",26.03988
"gUNC11150827","6",26.1665597954981
"gUNC11164825","6",26.2053
"gUNCHS017489","6",26.858654955236
"mbackupJAX00611376","6",26.9547956810543
"gUNC11188169","6",27.4731536488781
"S6J062459709","6",27.68448
"gUNC11225314","6",28.14447
"gJAX00141846","6",28.34247
"mUNC11242349","6",28.34247
"mJAX00612125","6",28.534389062346
"gUNC11256500","6",28.7334088971484
"gUNC11274880","6",29.2297228955217
"mUNC060508303","6",30.4386762636185
"S6J062852014","6",30.51265
"backupUNC060640434","6",30.64309
"gbackupUNC060640434","6",30.64309
"gUNC11360077","6",30.77354
"gJAX00613852","6",30.77354
"gUNC11399687","6",31.1826679255847
"UNC11408294","6",31.6991902187908
"gUNC11421125","6",32.6866022379221
"gUNC11431336","6",33.0859046232494
"gUNC11441540","6",33.1955880602994
"gUNC11449280","6",33.319863562231
"SFT063240234","6",33.6309241419887
"gJAX00143111","6",33.66175527669
"mUNC11500109","6",34.30044
"mUNC060135143","6",34.7605935234951
"mUNC060135212","6",35.2788606167599
"mUNC11523350","6",35.8411
"gUNC11544380","6",36.4481344534549
"gUNCHS018013","6",37.8756725269711
"gUNC11564970","6",38.1881121827372
"gUNC11567769","6",38.3367270100004
"SFT063680717","6",39.38508
"gUNC11596384","6",39.46724
"gUNC11641013","6",43.0247872995781
"gbackupUNC060392916","6",43.0930772074379
"mbackupUNC060149691","6",43.2095276200983
"gUNC11669759","6",43.3652968581813
"gUNC11689097","6",44.0978
"gUNC11699511","6",44.9621844519516
"mUNC060150606","6",45.28973
"gUNC11740270","6",46.05291
"gUNC11752798","6",46.6301951464516
"gUNC11769656","6",47.27955
"gUNC11802454","6",48.0606
"gUNC11813639","6",48.16292
"S3N064388763","6",48.5335707523199
"mUNC11834106","6",48.6499
"gUNC11850399","6",49.9116148627939
"S1H064449266","6",49.9669420783581
"gUNC11866416","6",50.48653
"gUNCHS018580","6",50.6332300895151
"gUNC11882717","6",51.0976914780151
"gUNC11888607","6",51.212204124289
"mJAX00623083","6",51.496552020288
"gUNC11909297","6",52.0131844549392
"gUNC11925414","6",52.8662486676545
"S2H064732280","6",54.20065
"S6Y064745300","6",54.20065
"S6Y064745303","6",54.20065
"S6H064759095","6",54.68213
"gUNC11964864","6",55.19818
"S6H064844780","6",55.4178450803817
"gUNC11989670","6",55.86496
"gUNC11992847","6",55.8757120017505
"mJAX00146293","6",57.2792398403246
"gUNC12029449","6",58.6523742425755
"gUNC12051017","6",60.9043511558873
"gUNC12071048","6",61.4902879557505
"S6T065256784","6",61.78937
"SFT065299536","6",62.37894
"gUNC12120757","6",62.37894
"gUNC12124616","6",62.37894
"gUNC12130510","6",62.7778922534425
"SSR065377369","6",63.6845127063846
"SSH065385406","6",64.12258
"gUNC12143315","6",64.12258
"S6T065447044","6",64.83592
"gUNC12197718","6",65.8887773539084
"gUNC12205316","6",67.2992352268501
"gUNC12213911","6",67.734
"gUNC12228124","6",68.1357533953835
"SFT065601790","6",68.14207
"SFT065654580","6",70.4773804523209
"gJAX00147625","6",71.1714878847126
"S2H065761690","6",74.51428
"gUNC12295618","6",74.51428
"S6J065910866","6",76.4346957427484
"mUNC12359286","6",76.6679129253625
"gJAX00630924","6",76.8274513611842
"SBT070125779","7",0.119068672765816
"SBJ070125933","7",0.121428064954559
"SBT070127390","7",0.143607331800748
"SBJ070127987","7",0.152176747158823
"SBJ070132448","7",0.220397552200758
"SBJ070133596","7",0.237994660080545
"SBJ070134822","7",0.256758291649602
"SBJ070134853","7",0.257233723573378
"SBJ070145110","7",0.386451341629863
"SBJ070145899","7",0.398541158835902
"gUNC12372829","7",0.399493860693471
"SBT070146680","7",0.41050354068093
"SBJ070146690","7",0.410658546192161
"gJAX00190001","7",0.829485888219261
"SBT070189898","7",1.07245978408941
"SBJ070190060","7",1.07493987226911
"SBT070190289","7",1.07845782343705
"SBJ070195041","7",1.15124179467524
"S6J070258813","7",2.12802342144464
"gUNC12400258","7",2.25483876041204
"S6Y070275621","7",2.38545510408964
"S3N070284682","7",2.52424201495214
"UNCHS019452","7",4.35204372193191
"mbackupUNC070619888","7",5.16814957657493
"gUNC12422348","7",5.52533394216544
"gUNCHS019472","7",5.74020611373567
"SBT070523467","7",5.75741956395416
"SBT070525231","7",5.77421174324103
"SBT070530495","7",5.82433955603983
"SBT070530772","7",5.8269795459377
"mUNC070621878","7",6.61834565213807
"SBT070637398","7",6.63314257902035
"gUNC12460972","7",7.15542
"gJAX00632646","7",7.15542
"S6T070767108","7",7.45928
"S3C070778871","7",7.92103338595722
"gJAX00633185","7",7.9644914586815
"SSR070964701","7",8.26725
"gUNCHS019547","7",8.26725
"SBR070973809","7",8.26725
"gJAX00633649","7",11.8888307823204
"gJAX00633760","7",13.0724142391021
"SFT071106644","7",14.4752447812828
"backupUNC070627737","7",14.56456
"gUNC12556892","7",14.8701063665794
"gUNCHS019637","7",16.0789191092161
"UNC12577238","7",17.1962121734544
"SS6071243138","7",17.2503280657234
"gJAX00634830","7",17.2847755459903
"mJAX00150020","7",17.413487488633
"S6J071371768","7",17.4676890884027
"UNC12602224","7",18.2469616953597
"SS6071388190","7",18.5777869851733
"SFT071400353","7",18.8175629826948
"ST2071424946","7",19.34212
"ST2071443995","7",19.885048542212
"ST2071445034","7",19.8982731659031
"SX1071447990","7",19.9177344070419
"ST2071452643","7",19.9457273112345
"ST2071454182","7",19.95108
"UNC12632852","7",20.1564764798955
"S2H071472451","7",21.1629151901609
"UNC12643987","7",21.9899459733229
"mUNC12649074","7",22.6530916884423
"JAX00636482","7",23.582476181174
"SS6071602326","7",23.71692
"gJAX00150542","7",26.31011
"gJAX00637020","7",26.31011
"gUNC12709504","7",26.3205373639947
"gUNC12711275","7",26.3422183131154
"SAH071783312","7",26.9207366680474
"SX1071791093","7",26.988389401835
"gUNC12731598","7",27.4353587563181
"SX1071958202","7",29.18117
"gUNC12786478","7",29.18117
"SX1071959708","7",29.18117
"gUNCHS019932","7",29.4895724205345
"SX1071986587","7",29.51106
"mUNC070500524","7",30.66706
"SX1072068249","7",30.876569878423
"SX1072069822","7",30.8903416185023
"gUNC12854618","7",31.12125
"gUNC12873458","7",31.22076
"S6J072200915","7",31.3938026296575
"SFR072213328","7",31.4356
"gUNCHS020003","7",31.4356
"SX1072219924","7",31.4356
"SX1072232531","7",31.4862
"S2T072271903","7",31.5553023075123
"mUNC070217623","7",31.58746
"gUNC12930484","7",31.69482
"SX1072324560","7",31.6963989922489
"SAH072439371","7",32.2455836095345
"mJAX00151985","7",32.3584638785838
"S6J072489609","7",32.4146091463544
"SBT072492225","7",32.4234126214134
"gUNCHS020098","7",32.5027516962456
"gUNC12986262","7",32.5936320254062
"S6J072575000","7",32.7019103005454
"gUNC12998908","7",32.70556
"backupJAX00641493","7",32.70556
"BCC072620402","7",33.2028336664503
"mUNC070517053","7",33.4079803748699
"SX1072638562","7",33.4714171427543
"gUNCHS020162","7",33.573934883372
"gJAX00641895","7",33.7314327927204
"SX1072670356","7",34.2161464762314
"S6J072677510","7",34.4247417945482
"mUNC13036158","7",34.547087080294
"SX1072709435","7",35.1713927708884
"SX1072714427","7",35.2562289375726
"mJAX00642310","7",35.406233638886
"SBT072729469","7",35.5118870786709
"gUNC13076624","7",36.6168010821913
"gUNC13090495","7",38.4786845315337
"mUNC070320079","7",40.7397385975598
"gUNC13158239","7",41.788458077645
"SAH073042490","7",41.9034105519994
"S6R073044855","7",41.9067395252018
"S6J073089621","7",41.94942
"gUNC13202249","7",42.9188925738397
"SX1073164756","7",42.9271602531646
"mJAX00153376","7",43.67416
"gUNCHS020429","7",43.7143725896059
"mJAX00645215","7",43.72715
"mUNC13250985","7",45.3992587433635
"SFT073361149","7",46.35154
"mJAX00153722","7",46.391141828394
"gJAX00153780","7",46.43311
"S6Y073462201","7",46.51031
"gUNC13324767","7",47.32577
"ST2073572206","7",47.32577
"gUNCHS020605","7",47.32577
"SS1073583687","7",48.1854817396746
"ST2073589975","7",48.3241337412123
"SS1073613162","7",48.531563625038
"gUNC13354082","7",49.1067857966634
"gUNC13380176","7",49.66428
"SFT073781347","7",50.0101301800543
"mUNC070366427","7",50.12343
"S2R073811339","7",50.12343
"SFC073856592","7",50.595726405267
"gUNC13446795","7",51.56234
"gUNCHS020792","7",51.8801249571493
"S1H073960130","7",51.9462227041046
"mJAX00649287","7",52.69299
"S6H074153127","7",52.83828
"DSB074153749","7",52.83828
"gJAX00155180","7",53.6743
"mUNC13548497","7",53.842508782034
"S6J074222072","7",53.8788267510578
"gUNC13554698","7",53.96326
"gUNC13568970","7",55.19436
"mbackupUNC070399178","7",55.19436
"gUNC13575506","7",55.19436
"gUNC13593219","7",55.2290358984973
"mUNC070683191","7",55.67593
"gJAX00155663","7",56.025734144019
"SS1074564579","7",57.2642672383489
"gUNC13666424","7",58.7092020640741
"SFT074620715","7",59.2908228773345
"backupJAX00155998","7",59.37825
"backupUNC070738764","7",59.37825
"gbackupUNC070738764","7",59.37825
"SSH074661028","7",59.7672285020108
"gUNC13682685","7",59.7998122249242
"mUNC070427068","7",61.3508980253916
"UNC13702326","7",61.4012
"S2T074713370","7",61.4012
"UNC13704478","7",61.4012
"UNC13707837","7",61.4012
"gUNC13709012","7",61.4012
"UNC13709012","7",61.4012
"UNC13710166","7",61.4012
"JAX00652846","7",61.4012
"UNC13711577","7",61.4012
"UNC13714177","7",61.4012
"UNC13715322","7",61.4307019473351
"UNC13718766","7",61.6318824305415
"JAX00156239","7",61.6364541785166
"UNC13719930","7",61.6629545373736
"S3C074758538","7",61.6791588388043
"UNC13722021","7",61.7310416907071
"gUNC13723665","7",61.75238
"UNC13725957","7",61.8225786286031
"gJAX00156302","7",62.0704024481394
"JAX00156302","7",62.0704024481394
"UNC13733059","7",62.31957
"gUNC13734325","7",62.425790263098
"SFT074810521","7",62.5419494761787
"gUNC13741625","7",62.9652499631392
"ST2074876361","7",62.9946341644645
"gUNCHS021434","7",65.37731
"ST2075001712","7",66.3094951776812
"gUNC13789085","7",66.3647848240723
"S6J075004746","7",66.4107193641788
"UNC13792351","7",66.6769276603807
"UNC13800390","7",66.97754
"gUNC13800900","7",66.97754
"UNC13802208","7",66.97754
"S6R075068618","7",67.22105
"UNC13806960","7",67.22105
"S6J075080546","7",67.2453155196384
"UNC13811649","7",67.4129986634358
"UNC13816259","7",67.7737095185548
"UNC13825909","7",68.4443051486446
"UNC13829668","7",68.8083897536982
"UNC13837035","7",69.5140472361074
"UNC13844829","7",70.2852948938943
"gUNC13847409","7",70.5612202876093
"UNC13870436","7",72.47437
"gUNC13871220","7",72.47437
"UNC13888519","7",74.3084072398984
"UNC13891624","7",74.31062
"UNC13893173","7",74.4353042119734
"UNC13896788","7",74.8474054811837
"mUNC13899375","7",75.1784815086629
"UNC13900625","7",75.3635704065089
"UNC13902381","7",75.5814109300918
"JAX00656658","7",75.6213499840863
"gUNC13903025","7",75.6769624708809
"UNC13903025","7",75.6769624708809
"UNC13906967","7",76.2101878992361
"UNC13908981","7",76.5845066488571
"UNC13909527","7",76.6667569718299
"UNC13910242","7",76.7504738539081
"UNC13910491","7",76.7926433900457
"UNC13911158","7",76.8590193860256
"UNC13912073","7",76.9584231968232
"UNC13912308","7",76.9772105020233
"UNC070580996","7",77.1263222344891
"gJAX00157459","7",79.04226
"gUNCHS021796","7",79.5501505390344
"gUNC13950386","7",80.235190657472
"gJAX00157670","7",80.87368
"ST2075558913","7",81.1644052386364
"gUNC13980835","7",81.3698010341706
"mUNC13982472","7",82.0144681432177
"ST2075570530","7",82.3390717380932
"gUNC14022222","7",85.82988
"mJAX00659337","8",0.21226
"gUNCHS022077","8",0.336449694657145
"mbackupJAX00158395","8",0.520113230855767
"gCEAJAX00659602","8",0.627182029163262
"gUNC14112858","8",1.22212
"S6J080328477","8",1.22212
"gUNC14122889","8",2.06202
"gUNC14126852","8",2.14745193516981
"gUNC14135137","8",2.60042324997517
"S6J080406325","8",2.95118453997382
"mUNC14168225","8",3.9867
"S6J080525021","8",3.9867
"gUNC14186755","8",3.9867
"gbackupUNC080049517","8",4.23557009558409
"gUNC14265056","8",7.57622
"gUNCHS022336","8",7.69399587108824
"mUNC080079721","8",9.2896693764952
"B10080022967","8",9.61877
"S1H080954574","8",9.80981244840912
"gUNC14326048","8",10.62774
"gUNC14352420","8",12.52447
"gUNC14367766","8",14.2092714404334
"mJAX00160113","8",14.7246414386651
"S6J081163883","8",14.742330221408
"UNCHS022552","8",16.1776644922645
"gUNC14435241","8",16.9410975884686
"gUNC14452078","8",17.3590611026202
"SFR081399351","8",19.35985
"gUNC14594083","8",22.10533
"S3R081717939","8",22.10533
"gUNC14610469","8",22.10533
"gUNC14617468","8",22.1487817781234
"gJAX00161292","8",22.86297
"gUNC14638649","8",23.2326530649486
"SSH081869830","8",24.7022248836212
"JAX00667947","8",25.1958421525254
"gUNC14690114","8",25.41929
"mUNC14704032","8",26.3080292307506
"SFT081991160","8",26.4741049778712
"SSR082054504","8",27.34882
"gJAX00161916","8",27.4538895686408
"S6J082154797","8",27.5050148997802
"B10080055779","8",27.7229719265993
"gUNC14782827","8",27.736820263048
"gUNC14802833","8",28.0956741134749
"gUNC14807497","8",28.5759724246456
"gUNC14811572","8",28.7142564221847
"gUNC14814774","8",28.78248508073
"gUNC14841376","8",28.8986843237913
"S1J082456011","8",29.0755022563245
"gUNCHS023084","8",29.51726
"gUNC14919510","8",31.2163964920617
"mUNC080596606","8",31.316450923101
"mJAX00671437","8",32.00511
"gUNC14954961","8",32.00511
"mJAX00671748","8",32.2824
"SAH082805984","8",32.2824
"gUNC14975151","8",32.5597
"gUNC14993552","8",33.2310371165616
"S6T082984558","8",33.6158686589666
"gJAX00163528","8",33.6791875897917
"SAH082998569","8",33.6891974577661
"gUNC15031493","8",34.4609
"mUNC080274180","8",34.4609
"mUNC080274180b","8",34.4609
"SX1083099172","8",34.72873
"gUNC15047570","8",34.7694668544781
"gUNC15050525","8",34.8284541341225
"gUNC15051586","8",34.8434500240647
"UNC15053887","8",34.9102907515911
"gUNC15054864","8",34.9486661840007
"SX1083138170","8",35.1264405990851
"gUNC15089685","8",36.7516165848953
"SFH083301704","8",37.6201573093963
"S6T083317095","8",37.71881
"gJAX00674531","8",39.2110947917639
"gUNC15150708","8",39.75466
"gJAX00164358","8",39.8148666836852
"SFH083446336","8",39.9694
"gUNC15169378","8",40.2588
"UNCHS023653","8",40.2588
"gUNCHS023667","8",40.2588
"S3C083510605","8",40.4740403958284
"mUNC080521812","8",41.15947
"UNC15270153","8",43.4706551696437
"UNC15286766","8",44.7137871262
"S6J083818594","8",45.2528
"S1H083826428","8",45.2528
"gUNC15311561","8",46.47002
"S3J083934130","8",47.05797
"gUNC15363342","8",47.8526537722018
"B10080102623","8",48.5786993473136
"gUNC15407603","8",50.93633
"gUNC15429081","8",51.18385
"gUNC15434530","8",51.18385
"S6J084270812","8",51.32877
"gJAX00165953","8",52.00729861056
"gUNCHS024142","8",53.0070731913105
"SBJ084357244","8",54.3146006953292
"gUNC15491356","8",55.662657249635
"gUNC15494386","8",55.9903327065693
"gUNC15499741","8",56.08824
"gUNC15505417","8",56.3949305187708
"UNC15509422","8",56.7554812136596
"gUNC15510412","8",56.8037
"UNC15511451","8",56.8037
"UNC15515810","8",56.8037
"gUNC15518743","8",56.877774482218
"UNC15521980","8",57.2689715040591
"UNC15522114","8",57.2953572666411
"gUNC15524007","8",57.5092171741607
"gUNC15527048","8",57.75165
"gUNC15527593","8",57.75165
"gUNC15533516","8",58.510843969194
"gUNCHS024266","8",58.6800524094048
"gUNC15537918","8",58.8264313132841
"gUNC15544844","8",59.4284274265179
"mUNC15546530","8",59.6041606132995
"mUNC15546530b","8",59.6041606132995
"gUNC15550042","8",59.9386333589148
"gUNC15560835","8",60.6585079494612
"S3R084640247","8",60.8316118240262
"B10080116108","8",60.9127874054918
"gUNC15567070","8",60.9215065264993
"S1H084653043","8",61.01779
"gUNC15598756","8",63.929550994875
"gUNC15611317","8",64.8643838909933
"gUNC15624911","8",66.5149288665481
"gUNC15650229","8",68.7697245544013
"UNC15651643","8",68.7986224791037
"UNC15653414","8",68.8389757869641
"S6T084886621","8",68.85777
"gUNC15658760","8",68.85777
"gUNC15667636","8",70.0096880904118
"SBC084932507","8",70.12535
"gUNC15674177","8",70.12535
"UNC15681657","8",70.3370062648869
"UNC15682981","8",70.383645010674
"SX1084966861","8",70.4926139282619
"SX1084966996","8",70.4956248763889
"mUNC15693202","8",70.83562
"S6J084994465","8",70.83562
"SAH084996621","8",70.8960448075432
"S3C085019825","8",71.65896
"mUNC15714179","8",71.6733584242124
"mUNC15722763","8",72.1964358037744
"gUNC15729350","8",72.6574521820363
"gUNC15747739","8",74.08353
"UNC15748820","8",74.08353
"mJAX00167632","9",0.351247301083157
"gJAX00167690","9",0.63995
"gUNC15778680","9",0.63995
"gUNC15788606","9",0.63995
"UNC15809310","9",0.63995
"gJAX00168049","9",0.63995
"gUNC15835273","9",0.63995
"gUNC15840513","9",0.681441747047688
"gUNC15849627","9",0.813838999819706
"gUNC15853462","9",0.894148319126092
"mJAX00168342","9",1.19548148933922
"gUNC15872990","9",1.91838143098627
"gJAX00686257","9",2.54020796283637
"mbackupJAX00686383","9",2.94256014409956
"S6J090641250","9",2.96005726417046
"SFC090665613","9",3.29300218210049
"mbackupUNC090017527","9",4.71917
"gICR1940","9",4.90062510856303
"gUNC15954014","9",5.24752973041608
"gUNC15960476","9",5.38232616297593
"S6J090858005","9",5.55441388430266
"gUNC15991874","9",7.61021954356218
"gUNC15995608","9",7.73527809910009
"gUNC16008744","9",8.14564608531892
"SFT091025179","9",8.23308
"gUNC16054540","9",12.2641898185617
"S6J091131951","9",12.2815827527763
"gJAX00169489","9",12.3442700901093
"gUNC16063700","9",12.362411348216
"SFH091162154","9",12.3950209026716
"gUNC16094003","9",14.6034884286007
"gUNC16101351","9",15.1127490240334
"gUNCHS025042","9",15.443480687251
"S2T091299856","9",15.7989781302354
"gUNC16116138","9",16.00906
"gUNC16136209","9",16.24286
"mUNC16149306","9",17.4485905189215
"gUNC16154080","9",18.2589637983576
"gUNC16160978","9",18.62372
"gUNC16173150","9",18.7334862079514
"B10090038051","9",18.8301537069193
"gUNCHS025158","9",18.8346
"mUNC090043639","9",18.8553612827819
"mUNC16203872","9",18.97195
"gUNC16247047","9",21.8156946551058
"mUNC090529188","9",22.83534
"gUNC16281800","9",22.83534
"gUNCHS025347","9",23.35733
"SSH091867676","9",23.5205460664227
"SFT091879460","9",23.6325653559616
"gUNC16312750","9",24.0907359998589
"gUNC16324529","9",24.4508020978468
"gUNC16330958","9",24.59049
"S3N091972749","9",24.6814238228042
"SBT091973320","9",24.7050388304796
"mUNC16339635","9",24.9356333727491
"gUNC16358637","9",26.4291105045537
"gUNC16391640","9",27.5400416433742
"gUNC16400148","9",27.83675
"gUNC16417316","9",28.27931
"gUNC16424723","9",28.9777095897068
"gUNC16429215","9",29.62428
"gUNCHS025754","9",29.7993084250546
"gUNC16450609","9",30.0491246016494
"SSH092408190","9",30.64008925491
"gUNC16462457","9",30.7965677097734
"SBC092493412","9",31.6722475940151
"gJAX00696387","9",32.2657065396727
"gUNCHS025997","9",33.2385748999363
"mJAX00172302","9",33.8203172007855
"S1H092865440","9",37.82929
"mUNC090141582","9",38.05331
"gUNC16618214","9",38.05331
"gUNC16634905","9",38.92713
"SAC093023725","9",40.2857384085467
"gUNC16664415","9",40.5291735398305
"SSH093063473","9",40.64102
"gUNCHS026367","9",40.7265961246216
"gUNC16685881","9",41.33401
"mUNC090455169","9",42.7017645587573
"gJAX00173604","9",43.5662891303157
"gUNC16774508","9",43.79145
"gUNC16784014","9",43.84591
"gUNCHS026514","9",44.35205929041
"gUNC16803490","9",44.54285
"gUNC16819132","9",44.8746833163269
"gUNC16827753","9",45.1448543603073
"mJAX00174033","9",45.21209
"UNCHS026625","9",45.8333158488878
"gUNC16853991","9",45.8633489695272
"S6J093656703","9",46.24002
"gUNCHS026633","9",46.24002
"SFT093763581","9",46.6810356543247
"gUNC16900598","9",46.9206563182473
"S6Y093806293","9",47.8031032118476
"gUNC16942982","9",48.9862037910943
"gUNC16950294","9",49.26439
"mbackupUNC090358884","9",49.37402
"UNC16977752","9",50.1272204689404
"SX1094010835","9",50.5093823708972
"gUNC16986266","9",50.5812721588004
"gUNC17023585","9",53.2437805951737
"gJAX00175225","9",54.56675
"gUNC17067053","9",55.29578
"S6T094264891","9",55.8785554643719
"S6J094284048","9",55.93679
"S6T094303285","9",56.1559259191805
"S6Y094304821","9",56.4273184772751
"gUNC17090740","9",57.02716
"gUNCHS027093","9",57.0359784703099
"gUNC17110506","9",57.8405696352806
"gUNC17114915","9",58.3338151196651
"gJAX00705519","9",59.6735509636007
"gUNCHS027227","9",63.026687802227
"mJAX00176117","9",67.2276812975247
"SAC094727434","9",67.8615831138273
"S6J094800676","9",69.2848342575222
"S3N094839317","9",70.09148
"gJAX00176453","9",70.5808010815393
"S3C094905310","9",70.93115
"gICR258","10",0.15038
"SAH100169934","10",0.15038
"SBC100276216","10",0.52185
"mUNC17374593","10",0.84202
"mUNC100012363","10",1.37938
"SX1100373661","10",1.37938
"gUNC17397568","10",1.41276112834974
"S3N100381453","10",1.47525109755858
"backupUNC100196659","10",2.01833
"gUNC17428823","10",2.05677645412549
"UNC17433685","10",2.12465
"mbackuprs33542876","10",2.13757005504903
"SBC100504690","10",2.23103
"SSH100517784","10",2.89941674091992
"UNC17445798","10",3.06444
"S6Y100524366","10",3.06444
"UNC17454054","10",3.45556288996767
"UNC17458403","10",3.47337
"gUNCHS027545","10",3.47337
"SSH100574268","10",3.70042462102567
"SSH100576401","10",3.75471
"SSH100578611","10",3.7775627165532
"S2R100601366","10",3.89864657375279
"gUNC17501046","10",5.21865065797919
"S6J100721919","10",5.74209666284659
"gUNC17524396","10",6.36830537823413
"gUNC17538101","10",7.66820672431133
"mJAX00015566","10",7.73911764846935
"mbackupJAX00285124","10",9.1536587198394
"ST2100945711","10",9.17358363806639
"ST2100952917","10",9.52642883093805
"ST2100955596","10",9.67226898076057
"S2R100998286","10",10.60161
"UNC17615761","10",10.95878
"gUNC17619183","10",11.354718775749
"gUNC17645528","10",13.0945349917701
"UNC17654311","10",13.9987461365868
"JAX00016193","10",14.0356256502159
"UNC17659382","10",14.6863291116557
"UNC17661687","10",14.78191
"UNC17662729","10",14.78191
"UNC17665329","10",14.864089096564
"ST2101169003","10",14.8751712120658
"gUNC17665798","10",14.8753334731333
"UNC17665798","10",14.8753334731333
"gUNC17671522","10",15.0348369129043
"gJAX00286489","10",15.3942352454827
"backupJAX00016442","10",15.915775072033
"gUNC17699722","10",16.1225389499621
"gUNC17705907","10",16.4113371855759
"gbackupUNC100621301","10",17.23992
"mUNC17738774","10",17.4007922104356
